#DIS Enumerations
#Author,Iqra Khan
#Created DateTime,28/11/2024 3:57:36 pm
#Comments,Added new missiles; Rudram 1, Rudram 2, Rudram 3
#
#[AFISE]Type,Name,Code,HexValue,[EntityType]KindID,KindDesc,DomainID,DomainDesc,CountryID,CountryDesc,CategoryID,CategoryDesc,SubCategoryID,SubCategoryDesc,SpecificID,SpecificDesc,ExtraID,ExtraDesc,[AlternateEntityType]KindID,KindDesc,DomainID,DomainDesc,CountryID,CountryDesc,CategoryID,CategoryDesc,SubCategoryID,SubCategoryDesc,SpecificID,SpecificDesc,ExtraID,ExtraDesc,Description,RCS
#Start
VEHICLE_TOYOTA_LANDCRUISER_5_DOOR,Toyota Land Cruiser 5 Door,4021,0xFB5,1,Platform,1,Land,165,Pakistan,81,Car,114,Sports Utility Vehicle (SUV){:} Full/Premium/Luxury (Large),2,Toyota Land Cruiser 5 Door,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_HONDA_CD_70,Honda CD 70,4033,0xFC1,1,Platform,1,Land,165,Pakistan,80,Motorcycle,1,Sport/Street (Mid-Size),1,Economy/Compact,1,Honda 70,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SHELL_203MM,203mm Shell,1804,0x70C,2,Munition,9,Battlefield Support,165,Pakistan,2,Ballistic,6,203 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
VEHICLE_TOYOTA_HIACE,Toyota Hiace,4017,0xFB1,1,Platform,1,Land,165,Pakistan,82,Bus,1,Commuter(Flat Nose)Bus,1,Toyota Hiace,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_TOYOTA_COASTER,Toyota Coaster,4018,0xFB2,1,Platform,1,Land,165,Pakistan,82,Bus,8,Minibus,1,Toyota Coaster,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_AIRPORT_TRANSPORT_BUS,Airport Transport Bus,4037,0xFC5,1,Platform,1,Land,165,Pakistan,82,Bus,17,Airport Transport,1,Airport Transport Bus,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_PRIVATE_BUS,Private Bus,4036,0xFC4,1,Platform,1,Land,165,Pakistan,82,Bus,2,Commuter (Snout Nose),1,Private Bus,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_TRUCK,Truck,4038,0xFC6,1,Platform,1,Land,165,Pakistan,83,Single Unit Cargo Truck,10,Cargo Truck,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_OIL_TANKER,Oil Tanker,4039,0xFC7,1,Platform,1,Land,165,Pakistan,83,Single Unit Cargo Truck,20,Tanker,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_AMBULANCE,Ambulance,4001,0xFA1,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,1,Ambulance Truck,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_CRASH_TENDER,Crash Tender,4004,0xFA4,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,12,Airport Fire Engine,1,Crash Tender,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_RUNWAY_AUTO_SWEEPER,Runway Auto Sweeper,4003,0xFA3,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,70,Street Sweeper,1,Runway Sweeper,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_SUPPLY_VAN,Supply Van,4045,0xFCD,1,Platform,1,Land,165,Pakistan,83,Single Unit Cargo Truck,70,Van,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_RUNWAY_INSPECTION,Runway Inspection Vehicle,4008,0xFA8,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,1,Runway Inspection,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_FRICTION_TEST,Friction Test Vehicle,4010,0xFAA,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,2,Friction Test,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_DRAG_PARACHUTE_VAN,Drag Parachute Van,4007,0xFA7,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,3,Drag Parachute Van,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_PUSH_BACK,Push Back Vehicle,4041,0xFC9,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,4,Push Back,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_FOLLOW_ME,Follow Me Vehicle,4042,0xFCA,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,5,Follow Me,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_STAIRS_CABIN,Stairs Cabin Vehicle,4043,0xFCB,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,6,Stairs Cabin,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_STAIRS_TRUCK,Stairs Truck,4044,0xFCC,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,90,Utility Truck,7,Stairs Truck,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_BICYCLE,Bicycle,4035,0xFC3,1,Platform,1,Land,165,Pakistan,91,Non-motorized,1,Bicycle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_WATER_BOUZER,Water Bouzer,4002,0xFA2,1,Platform,1,Land,165,Pakistan,84,Single Unit Utility/Emergency Truck,122,Water Cannon Truck,1,Water Bouzer,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_BASE_COMMANDER_CAR,Base Commander Car,4011,0xFAB,1,Platform,1,Land,165,Pakistan,81,Car,43,4-Door Sedan{:} Intermediate/Standard (Medium),2,Toyota Altis,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_OC_FLYING_CAR,OC Flying Car,4012,0xFAC,1,Platform,1,Land,165,Pakistan,81,Car,52,5-Door Hatchback{:} Economy/Compact (Small),2,Suzuki Cultus,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
VEHICLE_MOBILE_OFFICER,Mobile Officer Vehicle,4009,0xFA9,1,Platform,1,Land,165,Pakistan,81,Car,113,Sports Utility Vehicle (SUV){:} Intermediate/Standard (Medium),1,Double Cabin,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_SOLDIER,Soldier,2004,0x7D4,3,Life Form,1,Land,165,Pakistan,11,Army,1,Soldier,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_BIRD_SHOOTER,Bird Shooter,2005,0x7D5,3,Life Form,1,Land,165,Pakistan,13,Air Force,1,Weapon{:} Non-specific,0,Other,1,Bird Shooter,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_MAN,Man,2002,0x7D2,3,Life Form,1,Land,165,Pakistan,130,Civilian,0,None,0,Other,0,Not Specified (Male),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_WOMAN,Woman,2003,0x7D3,3,Life Form,1,Land,165,Pakistan,130,Civilian,0,None,0,Other,100,Female,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_TECHNICIAN,Technician,2007,0x7D7,3,Life Form,1,Land,165,Pakistan,13,Air Force,150,Equipment{:} Non-specific,1,Technician,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
MISSILE_AIM_9L,SRAAM AIM-9 L Sidewinder,1002,0x3EA,2,Munition,1,Anti Air,165,Pakistan,1,Guided,1,AIM-9-Sidewinder,1,L,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AIM_120_C5,AMRAAM AIM-120 C-5,1001,0x3E9,2,Munition,1,Anti Air,165,Pakistan,1,Guided,2,AIM-120-Amraam,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_ASPIDE_2000,ASPIDE 2000,1003,0x3EB,2,Munition,1,Anti Air,165,Pakistan,1,Guided,3,ASPIDE_2000_SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
LIFE_FORM_DOG,Dog,2009,0x7D9,3,Life Form,1,Land,165,Pakistan,200,Mammal,1,Small Dog,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_CAT,Cat,2008,0x7D8,3,Life Form,1,Land,165,Pakistan,200,Mammal,1,Small Dog,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
TANK_ALKHALID,AlKhalid Tank,6001,0x1771,1,Platform,1,Land,165,Pakistan,1,Tank,1,AlKhalid,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
TANK_AL_ZARAR,AlZarar Tank,6002,0x1772,1,Platform,1,Land,165,Pakistan,1,Tank,2,AlZarar,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
TANK_ARJUN,Arjun Tank,6003,0x1773,1,Platform,1,Land,99,India,1,Tank,1,Arjun,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
APC_TALHA,Talha APC,6201,0x1839,1,Platform,1,Land,165,Pakistan,2,Armored Fighting Vehicle,1,Talha,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
STATIC_OBJECT_TRENCH,Ditch,3002,0xBBA,5,Cultural Feature,1,Land,165,Pakistan,5,Obstacle,1,Ditch,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
STATIC_OBJECT_OBSERVATION_TOWER,Observation Tower,3001,0xBB9,5,Cultural Feature,1,Land,165,Pakistan,17,Tower,3,Observation,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_JTAC,JTAC,2010,0x7DA,3,Life Form,1,Land,165,Pakistan,11,Army,150,Equipment{:} Non-specific,1,Joint Terminal Attack Controller,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
STATIC_OBJECT_FENCE,Chain Link Fence,3004,0xBBC,5,Cultural Feature,1,Land,165,Pakistan,5,Obstacle,36,Chain Link Fence,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
ARTILLERY_M110A2,M110A2 Artillery Launcher,6401,0x1901,1,Platform,1,Land,165,Pakistan,4,Self-propelled Artillery,2,M110A2,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_TOWER_CONTROLLER,ATC Tower Controller,2001,0x7D1,5,Cultural Feature,1,Land,165,Pakistan,17,Tower,4,Air Traffic Control,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
BOMB_GBU_32,GBU 32,1502,0x5DE,2,Munition,9,Battlefield Support,165,Pakistan,1,Guided,4,GBU 32 JDAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
BOMB_GBU_38,GBU 38,1503,0x5DF,2,Munition,9,Battlefield Support,165,Pakistan,1,Guided,5,GBU 38 JDAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
BOMB_GBU_31,GBU 31,1501,0x5DD,2,Munition,9,Battlefield Support,165,Pakistan,1,Guided,3,GBU 31 JDAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
DEFAULT_FIGHTER,Default Fighter Aircraft,7000,0x1B58,1,Platform,2,Air,165,Pakistan,1,Fighter/Air Defense,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,5
DEFAULT_UAV,Default UAV,7500,0x1D4C,1,Platform,2,Air,165,Pakistan,50,Unmanned,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,1
DEFAULT_AIRLINER,Default Airliner,9000,0x2328,1,Platform,2,Air,165,Pakistan,86,Civilian Fixed Wing Aircraft{:} Medium,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
DEFAULT_MILITARY_CARGO_TANKER,Default Military Cargo Tanker,8600,0x2198,1,Platform,2,Air,165,Pakistan,4,Cargo/Tanker,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,80
DEFAULT_RADAR,Default Radar System,5000,0x1388,9,Sensor/Emitter,1,Land,165,Pakistan,2,RF Active,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MISSILE,Default Missile,1000,0x3E8,2,Munition,1,Anti Air,165,Pakistan,1,Guided,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
DEFAULT_MUNITION_LAUNCHER,Default Munition Laucher,5700,0x1644,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_VEHICLE,Default Vehicle,4000,0xFA0,1,Platform,1,Land,165,Pakistan,27,Civilian Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_TANK,Default Tank,6000,0x1770,1,Platform,1,Land,165,Pakistan,1,Tank,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_APC,Default Armoured Personnel Carrier,6200,0x1838,1,Platform,1,Land,165,Pakistan,2,Armored Fighting Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_ARTILLERY,Default Artillery,6400,0x1900,1,Platform,1,Land,165,Pakistan,4,Self-propelled Artillery,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM,Default Life Form (Human  animal birds etc.),2000,0x7D0,3,Life Form,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
APC_BMP_1,BMP-1,6202,0x183A,1,Platform,1,Land,99,India,2,Armored Fighting Vehicle,1,BMP-1,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
APC_BMP_2,BMP-2,6203,0x183B,1,Platform,1,Land,99,India,2,Armored Fighting Vehicle,2,BMP-2,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_HELICOPTER,Default Helicopter,8000,0x1F40,1,Platform,2,Air,165,Pakistan,23,Cargo Helicopter,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,5
DEFAULT_MILITARY_AEW,Default Military AEW,8400,0x20D0,1,Platform,2,Air,165,Pakistan,8,Surveillance/C2,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,80
GMCC_C3I_SYSTEM,GMCC C3I System,5901,0x170D,1,Platform,1,Land,165,Pakistan,29,Command{:} Control{:} Communications{:} and Intelligence (C3I) System,1,Generic Mission Control Center,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SMCC_C3I_SYSTEM,SMCC C3I System,5902,0x170E,1,Platform,1,Land,165,Pakistan,29,Command{:} Control{:} Communications{:} and Intelligence (C3I) System,2,Sector Mission Control Center,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
Rafale,Dassault Rafale,7020,0x1B6C,1,Platform,2,Air,99,India,1,Fighter/Air Defense,9,Dassault Rafale,1,Rafale,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
EXPENDABLE_CHAFF,Chaff,901,0x385,8,Expendable,2,Air,165,Pakistan,1,Chaff,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_FLARE,Flare,902,0x386,8,Expendable,2,Air,165,Pakistan,2,Flare,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_COMBINED_CHAFF_AND_FLARE,Combined chaff and flare,903,0x387,8,Expendable,2,Air,165,Pakistan,3,Combined chaff and flare,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_ACTIVE_EMITTER,Active emitter,904,0x388,8,Expendable,2,Air,165,Pakistan,4,Active emitter,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_PASSIVE_DECOY,Passive decoy,905,0x389,8,Expendable,2,Air,165,Pakistan,5,Passive decoy,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_WINGED_DECOY,Winged decoy,906,0x38A,8,Expendable,2,Air,165,Pakistan,6,Winged decoy,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_SIGNAL_ILLUMINATION_FLARE,Signal/Illumination Flare,907,0x38B,8,Expendable,2,Air,165,Pakistan,7,Signal/Illumination Flare,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_SMOKE_GENERATOR,Smoke Generator,908,0x38C,8,Expendable,2,Air,165,Pakistan,8,Smoke Generator,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
EXPENDABLE_SAR_NIGHT_LIGHT,SAR Night Light (SRNL),909,0x38D,8,Expendable,2,Air,165,Pakistan,13,SAR Night Light (SRNL),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
J10C,J-10C Vigorous Dragon,7002,0x1B5A,1,Platform,2,Air,165,Pakistan,1,Fighter/Air Defense,6,Chengdu J-10,1,J-10C Vigorous Dragon,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
DEFAULT_EXPENDABLE,Default Expendable,900,0x384,8,Expendable,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM,Default Platform,1,0x1,1,Platform,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM_LAND,Default Platform Land,2,0x2,1,Platform,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM_AIR,Default Platform Air,3,0x3,1,Platform,2,Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM_SURFACE,Default Platform Surface,4,0x4,1,Platform,3,Surface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM_SUBSURFACE,Default Platform Subsurface,5,0x5,1,Platform,4,Subsurface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_PLATFORM_SPACE,Default Platform Space,6,0x6,1,Platform,5,Space,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION,Default Munition,7,0x7,2,Munition,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_AIR,Default Munition Anti-Air,8,0x8,2,Munition,1,Anti Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_ARMOUR,Default Munition Anti-Armour,9,0x9,2,Munition,2,Anti-Armor,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_GUIDED_WEAPON,Default Munition Anti-Guided Weapon,10,0xA,2,Munition,3,Anti-Guided Weapon,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_RADAR,Default Munition Anti-Radar,11,0xB,2,Munition,4,Anti Radar,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_SATELLITE,Default Munition Anti-Satellite,12,0xC,2,Munition,5,Anti-Satellite,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_SHIP,Default Munition Anti-Ship,13,0xD,2,Munition,6,Anti-Ship,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_SUBMARINE,Default Munition Anti-Submarine,14,0xE,2,Munition,7,Anti-Submarine,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_ANTI_PERSONNEL,Default Munition Anti-Personnel,15,0xF,2,Munition,8,Anti-Personnel,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_BATTLEFIELD_SUPPORT,Default Munition Battlefield Support,16,0x10,2,Munition,9,Battlefield Support,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_STRATEGIC,Default Munition Strategic,17,0x11,2,Munition,10,Strategic,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_MUNITION_TACTICAL,Default Munition Tactical,18,0x12,2,Munition,11,Tactical,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM_LAND,Default Life Form Land,20,0x14,3,Life Form,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM_AIR,Default Life Form Air,21,0x15,3,Life Form,2,Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM_SURFACE,Default Life Form Surface,22,0x16,3,Life Form,3,Surface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM_SUBSURFACE,Default Life Form Subsurface,23,0x17,3,Life Form,4,Subsurface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_LIFE_FORM_SPACE,Default Life Form Space,24,0x18,3,Life Form,5,Space,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_ENVIRONMENTAL,Default Environmental,25,0x19,4,Environmental,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LY_80_FIRE_CONTROL_CENTER,LY-80 Fire Control Vehicle,5607,0x15E7,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,6,LY-80 SAM System,1,Control Center Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_CULTURAL_FEATURE_SURFACE,Default Cultural Feature Surface,28,0x1C,5,Cultural Feature,3,Surface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_CULTURAL_FEATURE_SUBSURFACE,Default Cultural Feature Subsurface,29,0x1D,5,Cultural Feature,4,Subsurface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_CULTURAL_FEATURE_SPACE,Default Cultural Feature Space,30,0x1E,5,Cultural Feature,5,Space,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_9P_MUNITION_LAUNCHER,HQ-9P Transporter Erector Launcher,5702,0x1646,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,2,HQ-9 Transporter Erector Launcher (TEL),2,HQ-9P TEL,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_RADIO,Default Radio,32,0x20,7,Radio,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_EXPENDABLE_LAND,Default Expendable Land,33,0x21,8,Expendable,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_EXPENDABLE_AIR,Default Expendable Air,34,0x22,8,Expendable,2,Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
