#DIS Enumerations
#Author,Iqra Khan
#Created DateTime,28/11/2024 3:57:36 pm
#Comments,Added new missiles; Rudram 1, Rudram 2, Rudram 3
#
#[AFISE]Type,Name,Code,HexValue,[EntityType]KindID,KindDesc,DomainID,DomainDesc,CountryID,CountryDesc,CategoryID,CategoryDesc,SubCategoryID,SubCategoryDesc,SpecificID,SpecificDesc,ExtraID,ExtraDesc,[AlternateEntityType]KindID,KindDesc,DomainID,DomainDesc,CountryID,CountryDesc,CategoryID,CategoryDesc,SubCategoryID,SubCategoryDesc,SpecificID,SpecificDesc,ExtraID,ExtraDesc,Description,RCS
#Start
DEFAULT_EXPENDABLE_SURFACE,Default Expendable Surface,35,0x23,8,Expendable,3,Surface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
MISSILE_AS_30,AS-30,1045,0x415,2,Munition,6,Anti-Ship,165,Pakistan,1,Guided,5,AS-30,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
DEFAULT_EXPENDABLE_SPACE,Default Expendable Space,37,0x25,8,Expendable,5,Space,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER,Default Sensor/Emitter,38,0x26,9,Sensor/Emitter,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER_LAND,Default Sensor/Emitter land,39,0x27,9,Sensor/Emitter,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER_AIR,Default Sensor/Emitter Air,40,0x28,9,Sensor/Emitter,2,Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER_SURFACE,Default Sensor/Emitter Surface,41,0x29,9,Sensor/Emitter,3,Surface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER_SUBSURFACE,Default Sensor/Emitter Subsurface,42,0x2A,9,Sensor/Emitter,4,Subsurface,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SENSOR_EMITTER_SPACE,Default Sensor/Emitter Space,43,0x2B,9,Sensor/Emitter,5,Space,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_16_MUNITION_LAUNCHER,HQ-16 Transporter Erector Launcher,5703,0x1647,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,3,HQ-16 SAM System,2,Transporter Erector Launcher,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
CROTALE_MUNITION_LAUNCHER,Crotale P4R Missile Firing System,5705,0x1649,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,4,Crotale SAM System,1,Crotale P4R Missile Firing System,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
MISSILE_LY_80,HQ-16 SAM LY-80,1005,0x3ED,2,Munition,1,Anti Air,165,Pakistan,1,Guided,5,HQ-16 SAM,1,LY-80,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
MISSILE_CROTALE,Crotale SAM,1006,0x3EE,2,Munition,1,Anti Air,165,Pakistan,1,Guided,6,Crotale SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
MISSILE_MISTRAL,Mistral SAM,1007,0x3EF,2,Munition,1,Anti Air,165,Pakistan,1,Guided,7,Mistral SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
MISSILE_FN_16,FN-16 SAM,1008,0x3F0,2,Munition,1,Anti Air,165,Pakistan,1,Guided,8,FN-16 SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
MISSILE_FN_6,FN-6 SAM,1009,0x3F1,2,Munition,1,Anti Air,165,Pakistan,1,Guided,9,FN-6 SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
MISSILE_QW_18,QW-18 SAM,1010,0x3F2,2,Munition,1,Anti Air,165,Pakistan,1,Guided,10,QW-18 SAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
MISSILE_SA_3_GOA,SA-3 Goa / S-125,1012,0x3F4,2,Munition,1,Anti Air,99,India,1,Guided,4,SA-3 Goa,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
MISSILE_S400,SA-21 Growler S-400,1011,0x3F3,2,Munition,1,Anti Air,99,India,1,Guided,3,SA-21 Growler,1,S-400,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
HQ_9_COMMAND_AND_CONTROL_CENTER,HQ-9 Control Center Vehicle,5401,0x1519,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,1,HQ-9 Command Post,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_16_COMMAND_AND_CONTROL_CENTER,HQ-16 Control Center Vehicle,5402,0x151A,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,3,HQ-16 SAM System,1,Control Center Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_16_FIRE_CONTROL_CENTER,HQ-16 Fire Control Radar,5603,0x15E3,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,3,HQ-16 SAM System,3,Guidance Radar Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_16_DETECTION_CENTER,HQ-16 Search Radar Vehicle,5503,0x157F,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,3,HQ-16 SAM System,4,Search Radar Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
CROTALE_DETECTION_CENTER,Crotale Radar System,5505,0x1581,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,4,Crotale SAM System,2,Crotale P4R Radar System,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_DEFAULT_PAKISTAN_ARMY_SOLDIER,Pakistan Army Default Soldier,2011,0x7DB,3,Life Form,1,Land,165,Pakistan,11,Army,1,Soldier,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_MANPADS_FN_6,Pakistan Army FN-6 MANPADS Missile Launcher,2015,0x7DF,3,Life Form,1,Land,165,Pakistan,11,Army,85,Man-Portable Air Defense System (MANPADS),3,72mm FN-6,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_MANPADS_FN_16,Pakistan Army FN-16 MANPADS Missile Launcher,2014,0x7DE,3,Life Form,1,Land,165,Pakistan,11,Army,85,Man-Portable Air Defense System (MANPADS),4,72mm FN-16,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_MANPADS_QW_18,Pakistan Army QW-18 MANPADS Missile Launcher,2016,0x7E0,3,Life Form,1,Land,165,Pakistan,11,Army,85,Man-Portable Air Defense System (MANPADS),5,72mm QW-18,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_MANPADS_MISTRAL,Pakistan Army Mistral MANPAD Missile Launcher,2013,0x7DD,3,Life Form,1,Land,165,Pakistan,11,Army,85,Man-Portable Air Defense System (MANPADS),15,90mm Mistral,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LIFE_FORM_DEFAULT_MANPADS,Pakistan Army Default MANPADS,2012,0x7DC,3,Life Form,1,Land,165,Pakistan,11,Army,85,Man-Portable Air Defense System (MANPADS),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SIMULATION_OBJECT,Default Simulation Object,0,0x0,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
Boeing_KC_777,Boeing 777 (Air to Air Refueller),8604,0x219C,1,Platform,2,Air,99,India,4,Cargo/Tanker,2,Boeing KC-777,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
PHALCON_AWACS,Phalcon Airbone Warning & Control System,8405,0x20D5,1,Platform,2,Air,99,India,8,Surveillance/C2 (Airborne Early Warning),3,Phalcon AWACS,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
P3C_ORION_ASW,P3C Orion Anti-submarine Warfare,8404,0x20D4,1,Platform,2,Air,165,Pakistan,5,ASW/Patrol/Observation,2,P3C Orion,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
TPS_77_MRR_RADAR,TPS-77 MRR (Multi-role Radar),5009,0x1391,9,Sensor/Emitter,1,Land,165,Pakistan,2,RF Active,1,Multi-function,1,TPS-77 MRR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
GS_100_RADAR,GS-100 Radar,5011,0x1393,9,Sensor/Emitter,1,Land,99,India,2,RF Active,1,Multi-function,1,GS-100,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
ROHINI_RADAR,Rohini Radar,5010,0x1392,9,Sensor/Emitter,1,Land,99,India,2,RF Active,2,Early Warning/Surveillance,1,Rohini,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
MASTER_T_RADAR,Master T Radar,5012,0x1394,9,Sensor/Emitter,1,Land,99,India,2,RF Active,2,Early Warning/Surveillance,2,Master T,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
ATCR_RADAR,ATCR,5008,0x1390,9,Sensor/Emitter,1,Land,99,India,2,RF Active,2,Early Warning/Surveillance,3,ATCR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
ARUDHRA_RADAR,Arudhra MPR Radar,5013,0x1395,9,Sensor/Emitter,1,Land,99,India,2,RF Active,2,Early Warning/Surveillance,4,Arudhra MPR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SURFACE_DDG_DELHI,Delhi class Destroyer,10401,0x28A1,1,Platform,3,Surface,99,India,4,Guided Missile Destroyer (DDG),1,Delhi Class,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,52500
SURFACE_DDG_KOLKATA,Kolkata class Destroyer D63 Kolkata,10402,0x28A2,1,Platform,3,Surface,99,India,4,Guided Missile Destroyer (DDG),3,Kolkata Class,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,52500
SURFACE_CARRIER_KUZNETSOV_CLASS,Kuznetsov Class Aircraft Carrier,10201,0x27D9,1,Platform,3,Surface,222,Russia,1,Carrier,3,Kuznetsov class,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100000
MI35HindE,Mi-35 Hind E,8003,0x1F43,1,Platform,2,Air,165,Pakistan,20,Attack Helicopter,1,Mi-24/25/35 Hind,1,Mi-35 Hind E,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,10
SURFACE_OIL_TANKER,Generic Oil Tanker (Water),10001,0x2711,1,Platform,3,Surface,165,Pakistan,82,Tanker (Group 3 Merchant),5,Crude Oil Tanker (up to 159{:}999 DWT),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,1600000
SURFACE_FFG_ZULFIQUAR_CLASS,F-22P Zulfiquar Class Frigate,10601,0x2969,1,Platform,3,Surface,165,Pakistan,6,Guided Missile Frigate (FFG),1,F-22P Zulfiquar Class,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,52500
ARTILLERY_K9_VAJRA,K9 Vajra Self-propelled Artillery,6402,0x1902,1,Platform,1,Land,99,India,4,Self-propelled Artillery,1,K9 Vajra,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SURFACE_CARRIER_VIKRAMADITYA_CLASS,Vikramaditya Class Aircraft Carrier,10202,0x27DA,1,Platform,3,Surface,99,India,1,Carrier,1,Vikramaditya Class,1,INS Vikramaditya,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100000
LIFE_FORM_PILOT,Pilot,2006,0x7D6,3,Life Form,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_BOMB,Default Bomb,1500,0x5DC,2,Munition,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_DETECTION_CENTER,Default Detection Center,5500,0x157C,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,5,Default SAM Sytem,1,Default Detection Center,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_FIRE_CONTROL_CENTER,Default Fire Control Center,5600,0x15E0,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,5,Default SAM Sytem,2,Default Fire Control Center,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_TRAINER,Default Trainer,8200,0x2008,1,Platform,2,Air,165,Pakistan,40,Trainer,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_C3I_SYSTEM,Default C3I System,5900,0x170C,1,Platform,1,Land,165,Pakistan,29,Command{:} Control{:} Communications{:} and Intelligence (C3I) System,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SURFACE_TANKER,Default Surface Tanker,10000,0x2710,1,Platform,3,Surface,165,Pakistan,82,Tanker (Group 3 Merchant),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SURFACE_CARRIER,Default Surface Carrier,10200,0x27D8,1,Platform,3,Surface,165,Pakistan,1,Carrier,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SURFACE_GUIDED_MISSILE_DESTROYER,Default Guided Missile Destroyer DDG,10400,0x28A0,1,Platform,3,Surface,165,Pakistan,4,Guided Missile Destroyer (DDG),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SURFACE_GUIDED_MISSILE_FRIGATE,Default Guided MIssile Frigate FFG,10600,0x2968,1,Platform,3,Surface,165,Pakistan,6,Guided Missile Frigate (FFG),0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
JF17_B3,JF-17 Block-III,7021,0x1B6D,1,Platform,2,Air,165,Pakistan,1,Fighter/Air Defense,2,JF-17 Thunder,4,Block-3,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,2
HAL_Tejas,HAL Tejas,7022,0x1B6E,1,Platform,2,Air,99,India,1,Fighter/Air Defense,1,HAL Tejas,1,MK-1,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,2
JF17_B2,JF-17 Block-2,7023,0x1B6F,1,Platform,2,Air,165,Pakistan,1,Fighter/Air Defense,2,JF-17 Thunder,2,Block-2,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,3
JF17_B2B,JF-17 Block-2B,7024,0x1B70,1,Platform,2,Air,165,Pakistan,1,Fighter/Air Defense,2,JF-17 Thunder,3,Block-2B,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,3
MISSILE_MAGIC_R_550,Magic R 550,1013,0x3F5,2,Munition,1,Anti Air,165,Pakistan,1,Guided,12,Magic R 550,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_PL15,Missile PL15,1014,0x3F6,2,Munition,1,Anti Air,165,Pakistan,1,Guided,13,PL,1,15,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_PL5_IR,Missile PL5 IR,1015,0x3F7,2,Munition,1,Anti Air,165,Pakistan,1,Guided,13,PL,2,5 IR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_PL10_IIR_HOBS,Missile PL10 IIR HOBS,1016,0x3F8,2,Munition,1,Anti Air,165,Pakistan,1,Guided,13,PL,3,10 IIR HOBS,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AIM_9M,AIM 9L,1017,0x3F9,2,Munition,1,Anti Air,165,Pakistan,1,Guided,1,AIM-9-Sidewinder,2,M,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AIM_120_D,AIM 120 D,1018,0x3FA,2,Munition,1,Anti Air,165,Pakistan,1,Guided,2,AIM-120-Amraam,5,D,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AIM_120_C7,AIM 120 C7,1019,0x3FB,2,Munition,1,Anti Air,165,Pakistan,1,Guided,2,AIM-120-Amraam,4,C-7,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_SD_10A,Missile SD10A,1020,0x3FC,2,Munition,1,Anti Air,165,Pakistan,1,Guided,14,SD10A,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_METEOR,Meteor,1021,0x3FD,2,Munition,1,Anti Air,99,India,1,Guided,5,Meteor,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_ASTRA,Astra,1022,0x3FE,2,Munition,1,Anti Air,99,India,1,Guided,6,Astra,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AA_12,AA-12,1023,0x3FF,2,Munition,1,Anti Air,99,India,1,Guided,7,AA,1,12,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AA_11,AA-11,1024,0x400,2,Munition,1,Anti Air,99,India,1,Guided,7,AA,2,11,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_Mica_RF,Mica RF,1025,0x401,2,Munition,1,Anti Air,99,India,1,Guided,8,Mica,1,RF,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_Mica_IIR,Mica IIR,1026,0x402,2,Munition,1,Anti Air,99,India,1,Guided,8,Mica,2,IIR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_ASRAAM,ASRAAM AIM-132,1027,0x403,2,Munition,1,Anti Air,99,India,1,Guided,9,ASRAAM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_PYTHON5,Python 5,1028,0x404,2,Munition,1,Anti Air,99,India,1,Guided,10,Python 5,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.1
MISSILE_AIM_9X_HOBS,AIM 9X HOBS,1029,0x405,2,Munition,1,Anti Air,165,Pakistan,1,Guided,1,AIM-9-Sidewinder,5,X HOBS,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,.,0.1
EMBRAER,Embraer AWACS,8406,0x20D6,1,Platform,2,Air,99,India,8,Surveillance/C2 (Airborne Early Warning),4,Embraer,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,80
IL76,illyushin 76,8605,0x219D,1,Platform,2,Air,99,India,4,Cargo/Tanker,3,IL-76,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
C17,C-17 Globemaster,8606,0x219E,1,Platform,2,Air,99,India,4,Cargo/Tanker,4,C-17,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,100
MISSILE_HQ_9B,HQ-9B,1030,0x406,2,Munition,1,Anti Air,165,Pakistan,1,Guided,4,HQ-9 SAM,1,HQ-9B,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
MI24_HIND_A,Mi-24 Hind A,8007,0x1F47,1,Platform,2,Air,99,India,20,Attack Helicopter,1,Mi-24/25/35 Hind,1,Mi-24 Hind A,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,5
MISSILE_LY_80_EV,HQ-16 SAM LY-80-EV,1031,0x407,2,Munition,1,Anti Air,165,Pakistan,1,Guided,5,HQ-16 SAM,2,LY-80-EV,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
LY_80_DETECTION_CENTER,LY-80 Search Radar Vehicle,5508,0x1584,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,6,LY-80 SAM System,2,Search Radar Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SHELL_120MM,120mm Shell,1801,0x709,2,Munition,9,Battlefield Support,165,Pakistan,2,Ballistic,3,120 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
SHELL_125MM,125mm Shell,1802,0x70A,2,Munition,9,Battlefield Support,165,Pakistan,2,Ballistic,4,125 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
HQ_9B_FIRE_CONTROL_CENTER,HQ-9B Fire Control Radar,5606,0x15E6,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,3,HQ-9 Fire Control Radar,1,HQ-9B Fire Control Radar,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_9P_FIRE_CONTROL_CENTER,HQ-9P Fire Control Radar,5602,0x15E2,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,3,HQ-9 Fire Control Radar,2,HQ-9P Fire Control Radar,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_9B_DETECTION_CENTER,HQ-9B Search Radar Vehicle,5507,0x1583,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,4,HQ-9 Type 305B Search Radar,1,HQ-9B SR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_9P_DETECTION_CENTER,HQ-9P Search Radar Vehicle,5502,0x157E,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,4,HQ-9 Type 305B Search Radar,2,HQ-9P SR,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_SHELL,Default Shell,1800,0x708,2,Munition,9,Battlefield Support,165,Pakistan,2,Ballistic,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
DrdoRustom,DRDO Rustom UAV,7507,0x1D53,1,Platform,2,Air,99,India,50,Unmanned,4,Drdo-RUSTOM,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.5
DEFAULT_CULTURAL_FEATURE_LAND,Default Cultural Feature Land,26,0x1A,5,Cultural Feature,1,Land,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
DEFAULT_CULTURAL_FEATURE_AIR,Default Cultural Feature Air,27,0x1B,5,Cultural Feature,2,Air,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
SHELL_203MM,203mm Shell,1804,0x70C,2,Munition,9,Battlefield Support,99,India,2,Ballistic,4,203 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
SHELL_155MM,155mm Shell,1803,0x70B,2,Munition,9,Battlefield Support,99,India,2,Ballistic,3,155 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
SHELL_125MM,125mm Shell,1802,0x70A,2,Munition,9,Battlefield Support,99,India,2,Ballistic,2,125 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
SHELL_120MM,120mm Shell,1801,0x709,2,Munition,9,Battlefield Support,99,India,2,Ballistic,1,120 mm,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0.01
LY_80_EV_MUNITION_LAUNCHER,LY-80-EV Transporter Erector Launcher,5709,0x164D,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,7,LY-80-EV SAM System,3,Transporter Erector Launcher,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LY_80_MUNITION_LAUNCHER,LY-80 Transporter Erector Launcher,5708,0x164C,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,6,LY-80 SAM System,3,Transporter Erector Launcher,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
LY_80_EV_DETECTION_CENTER,LY-80-EV Search Radar Vehicle,5509,0x1585,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,7,LY-80-EV SAM System,2,Search Radar Vehicle,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
HQ_9B_MUNITION_LAUNCHER,HQ-9B Transporter Erector Launcher,5707,0x164B,1,Platform,1,Land,165,Pakistan,28,Air Defense / Missile Defense Unit Equipment,2,HQ-9 SAM System,2,HQ-9 Transporter Erector Launcher (TEL),1,HQ-9B TEL,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,0,Other,NA,0
